business_id,name,full_address,latitude,longitude
unMqU0OrlniCOKZIoQHb0A,Kfc,"1070 Emerald Ter
Sun Prairie, WI 53590",43.186768,-89.231699
MlWXHxdbIODf9GUcvUTfGQ,Country Cafe,"1030 Emerald Ter
Sun Prairie, WI 53590",43.1867059,-89.2308961
RIsEPpt2jM7c_Ko_CyLwMw,Dairy Queen,"704 W Main St
Sun Prairie, WI 53590",43.1824889,-89.225254
O_Pu4mKGOqQVlmH07Zbnhg,The Rodeside Grill,"6317 Rostad Cir
Windsor, WI 53598",43.1934048235,-89.3387925625
HGzdDbukK8RJEc623kLz5Q,A&W Restaurant,"4505 Lake Cir
Windsor, WI 53598",43.19553,-89.344187
oX6KamASYXnMIe5kpVhezw,Flaming Wok,"4237 Lien Rd
Ste H
Mayfair Park
Madison, WI 53704",43.120575,-89.3083769
S4TWo9X6b3gU6uucj4JN3g,Laredo's,"4001 Lien Rd
Mayfair Park
Madison, WI 53704",43.120577,-89.314621
xZwaUcrFMSY1O9dK2dAUpA,China Wok,"1724 Fordem Ave
Madison, WI 53704",43.0944782495,-89.3636251241
89O2bCyo92IpEEvgFXqOMw,Cousins Subs,"3715 E Washington Ave
Mayfair Park
Madison, WI 53704",43.11731,-89.323053
XWDk-pLSbVE2Vvv9Z-zusQ,Burger King,"2655 E Washington Ave
Starkweather - Yahar
Madison, WI 53704",43.101439,-89.347232
1hBOR97oX5Xph3J8Tdob7w,Cheeseburger in Paradise,"1601 Aspen Commons
Middleton, WI 53562",43.0904234,-89.5296526
ybkWtM1ZnT2ewuquj3A9KQ,Benvenuto's Italian Grill,"1849 Northport Dr
Sherman
Madison, WI 53704",43.12967,-89.3609713
jo-BEjs7UYovOAupDAN_yw,Rocky Rococo Pan Style Pizza,"3001 N Sherman Ave
Sherman
Madison, WI 53704",43.129412,-89.3632614
lNE3gOMb724YPlZAA8WlXQ,Denny's,"1798 Thierer Rd
Mayfair Park
Madison, WI 53704",43.1234137,-89.3141696
cpGv6ES2hzPCtCUQgipwXw,New Orleans Take-Out,"1920 Fordem Ave
Madison, WI 53704",43.0984345318,-89.3644666672
wPidHd5FxspPRgVqdEQ-Xw,Pedro's Mexican Restaurante,"3555 E Washington Ave
Hawthorne
Madison, WI 53704",43.1146494,-89.3257337
yYIEKwgQUHJpySOcVdCAkg,Perkins Restaurant & Bakery,"4863 Hayes Rd
Bluff Acres
Madison, WI 53704",43.136087,-89.299369
pSiRWeCqs7a1xvS9ycLoTQ,Chang Jiang,"4929 Commercial Ave
Ridgewood
Madison, WI 53704",43.1065745,-89.2911086
QF14BFUVHRODxGNVflgm3A,Cracker Barrel Old Country Store,"2147 E Springs Dr
Madison, WI 53704",43.1294409,-89.2941061
11yg-JMNCFowyIjJarzuDQ,Hardee's,"4814 Annamark Dr
Madison, WI 53704",43.132307,-89.300914
q83uB6EGF6y2MuR-7VZPRg,Culver's,"1325 Northport Dr
Nobel Park
Madison, WI 53704",43.1340507,-89.3718005
oudTF4EN_C8thENGiTQf-w,Chili's,"4344 E Towne Blvd
Madison, WI 53704",43.1266792,-89.3087635
ZjwZIQM4TfFO7T7ck7FtYQ,Copps Food Center,"2502 Shopko Dr
Carpenter-Ridgeway
Madison, WI 53704",43.112943,-89.349625
MVFeOZVt641WBvdsRmnhPg,Slice-N-Bullits Bar & Grill,"2417 Pennsylvania Ave
Emerson East
Madison, WI 53704",43.104434,-89.357979
9vgu6o1CwP5NakVkb29z0g,Sarku Japan,"89 E Towne Mall
Madison, WI 53704",43.1280801,-89.3043221
JdCFcgw4yk4M1ZRhAhBIag,Applebee's,"4710 E Towne Blvd
Madison, WI 53704",43.130005,-89.303977
311yXufoXR2dFngMHS9MFg,McDonald's,"3051 E Washington Ave
Eken Park
Madison, WI 53704",43.1042988,-89.3420412
QB64-PgfEUzbrOL50bJ0Bw,Wendy's,"3910 E Washington Ave
Westchester Gardens
Madison, WI 53704",43.1216992,-89.3177873
rgyvl8tNVAony634_9vFdQ,Taco Bell,"3002 E Washington Ave
Eken Park
Madison, WI 53704",43.10379,-89.342924
v5a-Mj4eO1E--HmgwEWo7A,Red Lobster,"4502 East Towne Blvd.
Madison, WI 53704",43.128034,-89.307157
HTplzElel_F_U_qhWuDKdg,Dexter's Pub,"301 North St
Eken Park
Madison, WI 53704",43.103498,-89.35019
O5lo-GKCG3cX8X4bh_DR_A,HomeTown Buffet,"1745 Parkside Dr
Mayfair Park
Madison, WI 53704",43.122528,-89.314783
0oQFFOdPZycIBmGkoBrlbg,Noodles & Company,"4280 E Towne Blvd
Madison, WI 53704",43.1253992406,-89.3097876185
QdSGdvZATzejDkSs435Rdw,Eagle Crest Bar,"3710 County Rd T
Ridgewood
Madison, WI 53704",43.107341,-89.2873539
1YEuqVtVMHdpavzoGcUUug,International House of Pancakes,"4614 E Washington Ave
Bluff Acres
Madison, WI 53704",43.1296507,-89.3062815
7uoxZ35biPZfl8m5w2_XRA,Papa John's,"2604 E Washington Ave
Starkweather - Yahar
Madison, WI 53704",43.1005986,-89.3484122
uzJ2Vefb951El2oneQI8NQ,Wong's Garden,"2044 Atwood Ave
Schenk - Atwood
Madison, WI 53704",43.0923931,-89.3537541
JPFzpR5PvZWqHXQMIZFk2w,Cool Beans Coffee House and Cafe,"1748 Eagan Rd
Madison, WI 53704",43.122992,-89.309042
fjaQ3Ixkofh8xGhklUtDnA,Monty's Blue Plate Diner,"2089 Atwood Ave
Schenk - Atwood
Madison, WI 53704",43.09242,-89.3518969
Ryq600aoE3h8_qRQGIed9A,People's Bakery,"2810 E Washington Ave
Eken Park
Madison, WI 53704",43.102942,-89.345949
jqOPL979k-t_Vc049CnAjg,Rosati's Authentic Chicago Pizza,"4933 Commercial Ave
Ridgewood
Madison, WI 53704",43.1065701,-89.2906599
nE51k932dNFc-gClgPguVw,Food Fight Inc,"2002 Atwood Ave
Ste 211
Schenk - Atwood
Madison, WI 53704",43.0922016,-89.3546823
xMyTUliefguc3bfetGebJg,Pizza Pit,"1860 E Washington Ave
Emerson East
Madison, WI 53704",43.092236,-89.360787
jqo3Ljexof9sA8PhSTwEjA,Maharaja Restaurant E Pt Plaza,"1707 Thierer Rd
Madison, WI 53704",43.1222472,-89.3124158
68JsiWNLKs8NDCrBCxIWMA,Esquire Club,"1025 N Sherman Ave
Sherman
Madison, WI 53704",43.111265,-89.363442
PhdMPqSdLZi6IV8SdnpUAQ,Olive Garden Italian Restaurant,"4320 E Towne Blvd
Madison, WI 53704",43.126269,-89.309419
eC4iEcRR3p5NLq9Zf80ZGg,Imperial Garden Chinese Restaurant,"4214 E Washington Ave
Norman Acres
Madison, WI 53704",43.1264618,-89.3115905
-4PHmmCt_RmAfaE3sDKW_g,Mr Roberts,"2116 Atwood Ave
Schenk - Atwood
Madison, WI 53704",43.0928896,-89.3514303
JJFoeKZXgi2_LeECDMkkoQ,Tip Top Tavern,"601 N St
Emerson East
Madison, WI 53704",43.0928709124,-89.3601219153
KHOHjA8HOcTlFBCtMQFv8A,Harmony Bar & Grill,"2201 Atwood Ave
Schenk - Atwood
Madison, WI 53704",43.0931332,-89.3493112
ykxf0XiJt-d76dBwfO_yew,TGI Friday's,"2502 East Springs Dr
Madison, WI 53704",43.1314601,-89.2987432
HLWtNcf3l-wKb6v9duteMQ,Smoky Jon's #1 BBQ,"2310 Packers Ave
Sherman
Madison, WI 53704",43.123698,-89.355581
XIZ259hZ6Yww3C0o97MgUQ,Fazoli's,"2143 Zeier Rd
Madison, WI 53704",43.127149,-89.30111
Pa_brCvUaiUPPvm3tJQwgw,Dimitri's Gyros,"3502 E Washington Ave
Hawthorne
Madison, WI 53704",43.1146547,-89.3284689
j515klfbCAEF3KPiKvHz9g,Pat O'Malley's Jet Room,"3606 Corben Ct
Madison, WI 53704",43.140174,-89.3258863
S2x-rEziU3ONR9zO_vpPxA,Panera Bread,"2627 E Springs Drive
Madison, WI 53704",43.131078,-89.3014893
MONajnUQ5-IRtv8PSPn_yA,Cottage Cafe,"915 Atlas Ave
Madison, WI 53714",43.084991,-89.3070715
Jb5SB2OXbRW0e7ErGlMK-Q,Michael's Frozen Custard,"3826 Atwood Ave
Eastmorland
Madison, WI 53714",43.0851535,-89.325334
pHBQ-dQRwN3z7Rq7iSog-A,Pizza Hut,"4762 Cottage Grove Rd
Rolling Meadows
Madison, WI 53716",43.084614,-89.299749
brkJrGv2Eaj9NTl9g2RMgA,Rocky Rococo Pan Style Pizza,"4556 Monona Dr
Madison, WI 53716",43.0702323,-89.3261015
spiYqne1kXzYQxDTZfKt2g,Fat Jacks Barbecue,"6207 Monona Dr
Monona, WI 53716",43.050444,-89.325618
U_m1zmeKhRkqOLxHFBXdEg,La Bamba,"5809 Monona Dr
Monona, WI 53716",43.055932,-89.32615
UyEbMXjDTNGks_k12fGNdg,Poppa Coronofoulos Gyros & Chicago Style Deli,"4426 E Buckeye Rd
Elvehjem
Madison, WI 53716",43.073723,-89.307305
Hld3cjWyfPpW5hDcgXfNQA,Angelo's,"5801 Monona Dr
Monona, WI 53716",43.0567319,-89.326138
8AGIIxZ-BBHbEGsgmhOOwA,Arby's,"4 Collins Ct
Madison, WI 53716",43.047206,-89.305583
cRqZ_w9ImfYYIXTHpJMv0Q,Silver Eagle Bar & Grill,"5805 Monona Dr
Monona, WI 53716",43.056329,-89.326148
kOXJrbuB1a1Na6sf_WQnDg,Tully's II Food & Spirits,"6401 Monona Dr
Monona, WI 53716",43.048755,-89.325947
I8Bx7iuHWz6d2TQDfKfjqA,Rossi's,"100 Frost Woods Rd
Monona, WI 53716",43.0547023,-89.3255234
ki33_SvM4kPjgA44Re8-zQ,Fraboni's Italian Specialties & Delicatessen,"108 Owen Rd
Monona, WI 53716",43.056621,-89.326717
LWmlH8MwUnwMWN5Ma8utnQ,Ken's Meat's & Deli,"5725 Monona Dr
Monona, WI 53716",43.057298,-89.32607
cCStad4wX3ADPbz5AHCn9g,KFC,"604 Cottage Grove Rd
Eastmorland
Madison, WI 53716",43.0841604,-89.3160033
xou2z56CFTWYoA99s4DpTg,Taco Bell,"100 E Broadway
Monona, WI 53716",43.0477,-89.3246
QfCHvy6v39xPH7CvCASlFg,Buck's Pizza,"219 Cottage Grove Rd
Lake Edge
Madison, WI 53716",43.0834895,-89.321822
qodyGnpmj1zEfi7nJ534BA,David's Jamaican Cuisine,"5734 Monona Dr
Monona, WI 53716",43.0569909,-89.32527
unXHmjewHGeWQwJr74Sy9g,China Inn,"4702 Cottage Grove Rd
Rolling Meadows
Madison, WI 53716",43.0844719,-89.3010563
JD1uVun5FEF_Ih2PnHCbuA,Dairyland Family Restaurant,"716 Cottage Grove Rd
Eastmorland
Madison, WI 53716",43.084321,-89.31379
R6TxOULUEMSq1-7P0w6kTA,Wendy's,"2421 S Stoughton Rd
Madison, WI 53716",43.0627242,-89.3086017
4pZeC9W0EIiBTOJMnwG2vw,Red Robin Gourmet Burgers,"6522 Monona Drive
Monona, WI 53716",43.046591,-89.3241561
2aai1pIfThxDTTD_WwXHeA,Taste of China,"5415 Monona Dr
Monona, WI 53716",43.0605902,-89.3260975
jGU7WGOM2qUHofLKZAFAIg,Noodles & Company,"6520 Monona Dr
Monona, WI 53716",43.0472186,-89.3245475
FiP9q_YD5vgxu_Sflo5oZw,Culver's,"4401 Cottage Grove Rd
Elvehjem
Madison, WI 53716",43.083712,-89.3075439
FIR1SRvSAMNTO3VvNaJn2g,Toby's Supper Club,"3717 S Dutch Mill Rd
Madison, WI 53718",43.043925,-89.302571
yrBo3c3OTKVO4H1ttBxadw,Pooley's,"5441 High Crossing Blvd
High Crossing
Madison, WI 53718",43.1416538,-89.2854101
R825-NTAI2wG2C4mN-dtNA,Uno Pizzeria & Grill,"3010 Crossroads Drive
High Crossing
Madison, WI 53718",43.135442,-89.290761
r5S_wYdu1vKRW1k-7_yOIA,Milio's Sandwiches,"2145 Regent St
Regent
Madison, WI 53726",43.0678034,-89.4236837
Xia0Lo492MDWbCd48scnYA,Subway,"2216 University Ave
Regent
Madison, WI 53726",43.072769,-89.424785
x5Mv61CnZLohZWxfCVCPTQ,Domino's Pizza,"2819 N Central Ave
Phoenix, AZ 85004",33.4795416,-112.0734183
2ZnCITVa0abGce4gZ6RhIw,Viad Tower Restaurants,"1850 N Central Ave
Phoenix, AZ 85004",33.468988,-112.074315
EmzaQR5hQlF0WIl24NxAZA,Sky Lounge,"132 E Washington St
Phoenix, AZ 85004",33.4483992,-112.0717019
KPoTixdjoJxSqRSEApSAGg,Wild Thaiger,"2631 N Central Ave
Phoenix, AZ 85004",33.4779339657,-112.073523642
e5kc0CQ4R-PCCDgb274gSg,Canyon Cafe,"455 N 3rd St
Ste 114
Phoenix, AZ 85004",33.4526031,-112.0691194
gBcpDl0quCLABsg5OuSFww,Teeter House Tea Room,"622 E Adams St
Phoenix, AZ 85004",33.4495394,-112.0656645
72N6TdH5MdUWE2YhYRbyxw,Burger King,"2530 N Central Ave
Phoenix, AZ 85004",33.47626,-112.074248
neGAQFkBNI8-rpPBLBzNkw,Taco Bell,"301 East McDowell Road
Phoenix, AZ 85004",33.46544,-112.06909
45puCRQ6Vh_IIAy7kkfFDQ,Majerle's Sports Grill,"24 N 2nd St
Phoenix, AZ 85004",33.4484654,-112.0712574
nc3IiY5LNdmEwUZCW84yuA,Pizzeria Uno,"455 N 3rd St
Phoenix, AZ 85004",33.4527955,-112.0693177
P7wKlbSRsoRrfH3DFOY08A,International House of Pancakes,"2508 N Central Ave
Phoenix, AZ 85004",33.4756064,-112.0740016
BESmH-lmMm34_EefL8X9fQ,Comedor Guadalajara,"1830 S Central Ave
Phoenix, AZ 85004",33.429424,-112.073929
D09yG6Z3gcsh24Qn7Y4gYA,Chico's Tacos,"530 E McDowell Rd
Ste 103
Phoenix, AZ 85004",33.4657117,-112.0657286
kaIue7GRCmkPzDeHDBTttQ,Phoenix Blue Fin,"1401 N Central Ave
Phoenix, AZ 85004",33.4640982988,-112.073569
j8nyAaN_w5t6wYv-ni23sg,Coach & Willies,"412 S 3rd St
Phoenix, AZ 85004",33.443864,-112.070061
5XIvwfbIa-vuFEkkeCQ6kQ,Jackson's On 3rd,"245 E Jackson St
Phoenix, AZ 85004",33.4450348,-112.0703479
VsO_rhXi5lgbaGxNwoEZsQ,Fate 905,"905 N 4th St
Phoenix, AZ 85004",33.4577071,-112.0686108
Y293fHh5SZ0_9BZm4M6BCg,Matador Restaurant,"125 E Adams St
Phoenix, AZ 85004",33.4492272,-112.0722653
IceZ4BtTz76eppjNWm-c6A,Paisley Violin,"1030 NW Grand Ave
Phoenix, AZ 85007",33.4549264,-112.086757
QsvRjgQacMMFf8dit7qqDw,New Garden Restaurant,"823 S Central Ave
Phoenix, AZ 85004",33.4392182,-112.0736473
LXhL5X3edNRy7epku6UAEw,Paradise Bakery,"3 S 2nd St
Ste 205
Phoenix, AZ 85004",33.44742,-112.0706
-lOSaCuBRAvX5JBifx-EMw,Mi Amigo's Mexican Grill,"455 N 3rd St
Phoenix, AZ 85004",33.4527955,-112.0693177
XI-_Y2XRw03mozGx0Z90Gw,Baja Fresh Mexican Grill,"50 N Central Ave
Phoenix, AZ 85004",33.4492227,-112.0740069
qsWxbgQwuomXvMseg23DGg,Hooters,"455 N 3rd St
Phoenix, AZ 85004",33.4526031,-112.0691194
DlCtdbceo4YNSI53cCL2lg,The Old Spaghetti Factory,"1418 N Central Ave
Phoenix, AZ 85004",33.46425,-112.074153
kR5i58Pcse1FD9tk-yYLlA,Crave Sandwich Cafe & Catering,"541 E Van Buren St
Phoenix, AZ 85004",33.450875,-112.066333
2I666dqzs1XB6xigIKa9bA,Tom's Tavern & 1929 Grill,"2 N Central Ave
Phoenix, AZ 85004",33.448424817,-112.074802052
yExYqENb4F6qH6kJxTOaSQ,Karim's Cobbler Shop & Deli,"333 E Jefferson St
Ste 102
Phoenix, AZ 85004",33.4456825256,-112.069320679
9BH18avE46LlHMvJn67MaA,The Downtown Deli,"130 N Central Ave
Ste 101
Phoenix, AZ 85004",33.4499524,-112.0740511
trAvQPp7gps0Btk-2AmLpw,Zoes Kitchen,"521 W McDowell
Phoenix, AZ 85003",33.465499,-112.081565
s6zzKc7UvwDRxn-BFlhiTg,Subway,"455 N 3rd St
Phoenix, AZ 85004",33.4527955,-112.0693177
4WcxnNv_lzCIG2eb8O5Mlg,The Brickhouse,"1 E Jackson St
Phoenix, AZ 85004",33.44455,-112.073577
gkv2XvXpFgiq4Bb2XK7YmQ,Hard Rock Cafe,"3 S 2nd St
Phoenix, AZ 85004",33.4468850573,-112.071075886
If2DUhmWIvlu2JFc_rR-Bw,Papa Christo's,"2 N Central Ave
Phoenix, AZ 85004",33.448333,-112.074127
xH5axHFadmc7Veutt376TA,McDonald's,"545 E McDowell Rd
Phoenix, AZ 85004",33.4655868,-112.0654701
Vvh2Hd4SsZjEEfKLNKAEWw,Subway,"2817 N Central Ave
Phoenix, AZ 85004",33.4793076,-112.0738063
sInUSy63Oh455uWs9p9OqQ,Central Cafe,"2600 N Central Ave
Phoenix, AZ 85004",33.477111,-112.074398
x8WoC_7WHzXNmt6J13Nbvw,Jordan's Mexican Food,"2633 N Central Ave
Phoenix, AZ 85004",33.477594,-112.072914
wki-Qlp3OWgH0XtZ-Jz_WQ,Duck & Decanter,"1 N Central Ave
Phoenix, AZ 85004",33.4483756752,-112.072706876
OoHWabV-ym7_HWlHeXTsVA,Best of Philly,"2818 N Central Ave
Phoenix, AZ 85004",33.479508,-112.074206
oSKT5oZX1NWYaHwOWL5lag,Ichi Ban Japanese Restaurant & Sushi,"2815 N Central Ave
Phoenix, AZ 85004",33.4793963,-112.0736133
QAe9UHKsxPdXQovBpaznMQ,Schlotzskys Deli,"2601 N Central Ave
Phoenix, AZ 85004",33.476644,-112.0736968
q1nDSpmV-FdTBNj6UuZvTg,Honey Bear's BBQ,"2824 N Central Ave
Phoenix, AZ 85004",33.4795816988,-112.073953897
muCl5p-9ut1sY0aKeUeRhw,Cheuvront,"1326 N Central Ave
Phoenix, AZ 85004",33.463172,-112.074725
oCA2OZcd_Jo_ggVmUx3WVw,Alice Cooper'stown,"101 E Jackson St
Phoenix, AZ 85004",33.4448019849,-112.072117722
eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room,"602 E Lincoln St
Phoenix, AZ 85004",33.4423368,-112.0657857
jn3OgTqiQIFymRA9U0PTfQ,Arizona Baseball Club Restaurant,"401 E Jefferson St
Phoenix, AZ 85004",33.444799,-112.066662
1-1VcGTL3GyCqUpXZLFTZA,Friday's Front Row Sports Grill,"Chase Field
401 E Jefferson St
Phoenix, AZ 85004",33.445956,-112.06625
odhXwWaYZvD_icIN6f_DbA,Athenian Express,"814 N Central Ave
Phoenix, AZ 85004",33.4574932,-112.0740241
avPNEqlXgyBvTXjb-ujQFA,Pizza Hut,"2835 N 16th St
Ste 7
Phoenix, AZ 85006",33.4794961,-112.0469586
ldIxXmxD3Cku0vODGYb9dQ,Subway,"2835 N 16th St
Suite 5
Phoenix, AZ 85006",33.4794961,-112.0469586
hWhVP-28LYP3llaMlAJ_JA,Rosita's Place,"2310 E McDowell Rd
Phoenix, AZ 85006",33.466442,-112.032374
ixTr1qXUFGTzyaZUuCDDvg,Whataburger,"737 E Mcdowell Rd
Phoenix, AZ 85006",33.465411,-112.063511
ZoQAOnEFnyHjSpomtfqesA,That's A Wrap,"2022 N 7th St
Phoenix, AZ 85006",33.4702022,-112.0653186
apCfJVnRyaw6oVUBKujpUQ,La Tolteca Mexican Foods,"1205 E Van Buren St
Phoenix, AZ 85006",33.45107,-112.055957
ykfTh6HI219NoMsWBxulxw,Gourmet House of Hong Kong,"1438 E McDowell Rd
Phoenix, AZ 85006",33.466043,-112.05026
McdTNj-TUMOlfkHwQWs4rg,Tacos Mexico,"2333 N 16th St
Phoenix, AZ 85006",33.4737197,-112.0476524
tb24fvNJfHhyKEXkKn12Xw,Welcome Diner,"924 E Roosevelt St
Phoenix, AZ 85006",33.4588282,-112.0610433
VXIkI9_EbDbYHeO9IzKjJg,Phoenix Ranch Market III,"1602 E Roosevelt St
Phoenix, AZ 85006",33.4596905,-112.0462108
VKxn7zmp8nOYT-ZHFZTjgA,Mariscos Ensenada,"2019 N 16th St
Phoenix, AZ 85006",33.470126,-112.04693
rbiRLiFTG098z9JaK3Nshw,Guanaquito Restaurant,"1436 E Mcdowell Rd
Phoenix, AZ 85006",33.4659637,-112.0506694
cgNIBHS2mLdbTRiodAT6EQ,Tacos De Juarez,"1017 N 7th St
Phoenix, AZ 85006",33.459347,-112.064755
SZvYxcvYYVRue9MXcEDjsA,Coco's Family Restaurant,"2026 N 7th St
Phoenix, AZ 85006",33.470783,-112.065371
5-X03Zc0nN7U5eoe8uFUdw,Coronado Cafe,"2201 N 7th St
Phoenix, AZ 85006",33.4712477,-112.0650649
0De3TQ_uSOXwgduKL0va3w,Sonic Drive-In,"748 E Mcdowell Rd
Phoenix, AZ 85006",33.466215,-112.063247
R6aazv8FB-6BeanY3ag8kw,MacAlpine's Soda Fountain,"2303 N 7th St
Phoenix, AZ 85006",33.473125,-112.0650914
Xo9Im4LmIhQrzJcO4R3ZbA,Rito's Market & Mexican Take Out,"907 N 14th St
Phoenix, AZ 85006",33.4579361,-112.0520629
YECRdaM6wN6eaGOYi5g8uA,Stanley's Homemade Polish Sausage,"2201 E McDowell Rd
Phoenix, AZ 85006",33.465674,-112.033977
NYBx4sdSVrN-I5Q8RfLMPg,San Carlos Bay Seafood Restaurant,"1901 E McDowell Rd
Phoenix, AZ 85006",33.4655483,-112.0410568
Cp6JGY5YIRncTV_My9nf9g,Mariscos Playa Hermosa,"1605 E Garfield St
Phoenix, AZ 85006",33.4575804,-112.0472907
04HakCR6gEeRYNAoKxkppQ,Hacienda Restaurant,"1602 E Mcdowell Rd
Phoenix, AZ 85006",33.466038,-112.047341
q2SZa5g85758iW1L9sSL1g,Eliana's Restaurant,"1627 N 24th St
Phoenix, AZ 85008",33.466736,-112.029768
po5FyERB4lUZNnBIwnhFlg,Sonic Drive-In,"5002 E Mcdowell Rd
Phoenix, AZ 85008",33.4661343,-111.973718
I2IofjP2sHZUkv7pcoc33A,Burger King,"3164 E McDowell Rd
Phoenix, AZ 85008",33.466085,-112.013243
