business_id,name,full_address,city,state,latitude,longitude,review_count,open,first_review_date,last_review_date,census_tract
8AGIIxZ-BBHbEGsgmhOOwA,Arby's,"4 Collins Ct
Madison, WI 53716",Madison,WI,43.047206,-89.305583,3,True,1404622800,1404622800,550250031003056
cRqZ_w9ImfYYIXTHpJMv0Q,Silver Eagle Bar & Grill,"5805 Monona Dr
Monona, WI 53716",Monona,WI,43.056329,-89.326148,13,True,1393567200,1393567200,550250104001014
kOXJrbuB1a1Na6sf_WQnDg,Tully's II Food & Spirits,"6401 Monona Dr
Monona, WI 53716",Monona,WI,43.048755,-89.325947,6,True,1389247200,1389247200,550250104002005
I8Bx7iuHWz6d2TQDfKfjqA,Rossi's,"100 Frost Woods Rd
Monona, WI 53716",Monona,WI,43.0547023,-89.3255234,3,False,1366520400,1366520400,550250104001014
ki33_SvM4kPjgA44Re8-zQ,Fraboni's Italian Specialties & Delicatessen,"108 Owen Rd
Monona, WI 53716",Monona,WI,43.056621,-89.326717,7,True,1380862800,1380862800,550250104001014
LWmlH8MwUnwMWN5Ma8utnQ,Ken's Meat's & Deli,"5725 Monona Dr
Monona, WI 53716",Monona,WI,43.057298,-89.32607,16,True,1404104400,1404104400,550250104001013
cCStad4wX3ADPbz5AHCn9g,KFC,"604 Cottage Grove Rd
Eastmorland
Madison, WI 53716",Madison,WI,43.0841604,-89.3160033,5,True,1382504400,1382504400,550250027002029
xou2z56CFTWYoA99s4DpTg,Taco Bell,"100 E Broadway
Monona, WI 53716",Monona,WI,43.0477,-89.3246,3,True,1401080400,1401080400,550250105012015
QfCHvy6v39xPH7CvCASlFg,Buck's Pizza,"219 Cottage Grove Rd
Lake Edge
Madison, WI 53716",Madison,WI,43.0834895,-89.321822,14,True,1386136800,1386136800,550250028001011
qodyGnpmj1zEfi7nJ534BA,David's Jamaican Cuisine,"5734 Monona Dr
Monona, WI 53716",Monona,WI,43.0569909,-89.32527,32,True,1404536400,1404536400,550250029003011
unXHmjewHGeWQwJr74Sy9g,China Inn,"4702 Cottage Grove Rd
Rolling Meadows
Madison, WI 53716",Madison,WI,43.0844719,-89.3010563,10,True,1397883600,1397883600,550250030013011
JD1uVun5FEF_Ih2PnHCbuA,Dairyland Family Restaurant,"716 Cottage Grove Rd
Eastmorland
Madison, WI 53716",Madison,WI,43.084321,-89.31379,11,True,1385791200,1385791200,550250027002029
R6TxOULUEMSq1-7P0w6kTA,Wendy's,"2421 S Stoughton Rd
Madison, WI 53716",Madison,WI,43.0627242,-89.3086017,3,True,1403067600,1403067600,550250031003043
4pZeC9W0EIiBTOJMnwG2vw,Red Robin Gourmet Burgers,"6522 Monona Drive
Monona, WI 53716",Monona,WI,43.046591,-89.3241561,30,True,1404018000,1404018000,550250105012011
2aai1pIfThxDTTD_WwXHeA,Taste of China,"5415 Monona Dr
Monona, WI 53716",Monona,WI,43.0605902,-89.3260975,5,True,1332392400,1332392400,550250104001000
jGU7WGOM2qUHofLKZAFAIg,Noodles & Company,"6520 Monona Dr
Monona, WI 53716",Monona,WI,43.0472186,-89.3245475,7,True,1393048800,1393048800,550250105012015
FiP9q_YD5vgxu_Sflo5oZw,Culver's,"4401 Cottage Grove Rd
Elvehjem
Madison, WI 53716",Madison,WI,43.083712,-89.3075439,9,True,1403931600,1403931600,550250031004005
FIR1SRvSAMNTO3VvNaJn2g,Toby's Supper Club,"3717 S Dutch Mill Rd
Madison, WI 53718",Madison,WI,43.043925,-89.302571,33,True,1404277200,1404277200,550250105012000
yrBo3c3OTKVO4H1ttBxadw,Pooley's,"5441 High Crossing Blvd
High Crossing
Madison, WI 53718",Madison,WI,43.1416538,-89.2854101,16,True,1394859600,1394859600,550250114021032
R825-NTAI2wG2C4mN-dtNA,Uno Pizzeria & Grill,"3010 Crossroads Drive
High Crossing
Madison, WI 53718",Madison,WI,43.135442,-89.290761,24,True,1404795600,1404795600,550250114021038
r5S_wYdu1vKRW1k-7_yOIA,Milio's Sandwiches,"2145 Regent St
Regent
Madison, WI 53726",Madison,WI,43.0678034,-89.4236837,12,True,1403586000,1403586000,550250009011004
Xia0Lo492MDWbCd48scnYA,Subway,"2216 University Ave
Regent
Madison, WI 53726",Madison,WI,43.072769,-89.424785,3,False,1405141200,1405141200,550250009023000
x5Mv61CnZLohZWxfCVCPTQ,Domino's Pizza,"2819 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.4795416,-112.0734183,12,True,1401858000,1401858000,040131118001002
2ZnCITVa0abGce4gZ6RhIw,Viad Tower Restaurants,"1850 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.468988,-112.074315,5,True,1378702800,1378702800,040131118002014
EmzaQR5hQlF0WIl24NxAZA,Sky Lounge,"132 E Washington St
Phoenix, AZ 85004",Phoenix,AZ,33.4483992,-112.0717019,20,True,1400648400,1400648400,040131141001030
KPoTixdjoJxSqRSEApSAGg,Wild Thaiger,"2631 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.4779339657,-112.073523642,281,True,1406350800,1406350800,040131118001003
e5kc0CQ4R-PCCDgb274gSg,Canyon Cafe,"455 N 3rd St
Ste 114
Phoenix, AZ 85004",Phoenix,AZ,33.4526031,-112.0691194,176,True,1405227600,1405227600,040131131002036
gBcpDl0quCLABsg5OuSFww,Teeter House Tea Room,"622 E Adams St
Phoenix, AZ 85004",Phoenix,AZ,33.4495394,-112.0656645,11,False,1273381200,1273381200,040131141001025
72N6TdH5MdUWE2YhYRbyxw,Burger King,"2530 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.47626,-112.074248,7,True,1396242000,1396242000,040131118003016
neGAQFkBNI8-rpPBLBzNkw,Taco Bell,"301 East McDowell Road
Phoenix, AZ 85004",Phoenix,AZ,33.46544,-112.06909,6,True,1397278800,1397278800,040131130002001
45puCRQ6Vh_IIAy7kkfFDQ,Majerle's Sports Grill,"24 N 2nd St
Phoenix, AZ 85004",Phoenix,AZ,33.4484654,-112.0712574,157,True,1404968400,1404968400,040131141001022
nc3IiY5LNdmEwUZCW84yuA,Pizzeria Uno,"455 N 3rd St
Phoenix, AZ 85004",Phoenix,AZ,33.4527955,-112.0693177,18,False,1265781600,1265781600,040131131002036
P7wKlbSRsoRrfH3DFOY08A,International House of Pancakes,"2508 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.4756064,-112.0740016,40,True,1406091600,1406091600,040131118003017
BESmH-lmMm34_EefL8X9fQ,Comedor Guadalajara,"1830 S Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.429424,-112.073929,161,True,1406350800,1406350800,040131149002030
D09yG6Z3gcsh24Qn7Y4gYA,Chico's Tacos,"530 E McDowell Rd
Ste 103
Phoenix, AZ 85004",Phoenix,AZ,33.4657117,-112.0657286,65,True,1402894800,1402894800,040131118004012
kaIue7GRCmkPzDeHDBTttQ,Phoenix Blue Fin,"1401 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.4640982988,-112.073569,145,True,1402376400,1402376400,040131130002004
j8nyAaN_w5t6wYv-ni23sg,Coach & Willies,"412 S 3rd St
Phoenix, AZ 85004",Phoenix,AZ,33.443864,-112.070061,79,False,1376974800,1376974800,040131142001004
5XIvwfbIa-vuFEkkeCQ6kQ,Jackson's On 3rd,"245 E Jackson St
Phoenix, AZ 85004",Phoenix,AZ,33.4450348,-112.0703479,10,True,1317790800,1317790800,040131141001066
