tract,income,pop,black,young,old,id,competitors,competitors_pc,black_pc,young_pc,old_pc,income_pc,inc_group
"040130303090000",1.06e+08,4899,137.2006,1637.148,424.4839,"rqKvfrvfsM_TQMv4IP1YVw",5,.0010206,.0280058,.33418,.086647,21570.37,3
"040130303100000",4.42e+07,3085,41.67511,1294.012,61.47079,"AtcthKiiImxkZAm3w8ACzA",2,.0006483,.0135089,.4194529,.0199257,14327,1
"040130303100000",4.42e+07,3085,41.67511,1294.012,61.47079,"rFgSvsgo0BWnS03NFgI7Sg",2,.0006483,.0135089,.4194529,.0199257,14327,1
"040130303110000",9.39e+07,3517,32.30336,270.0645,2317.573,"-8vrk9UzM2oIey95PZOHuA",4,.0011373,.0091849,.0767883,.6589631,26705.34,4
"040130303110000",9.39e+07,3517,32.30336,270.0645,2317.573,"Me1m-be0Mk3OylUMSZusIw",4,.0011373,.0091849,.0767883,.6589631,26705.34,4
"040130303110000",9.39e+07,3517,32.30336,270.0645,2317.573,"9vUZ2CPTDG7Ppy-f3Dm6hQ",4,.0011373,.0091849,.0767883,.6589631,26705.34,4
"040130303110000",9.39e+07,3517,32.30336,270.0645,2317.573,"uWIkRusvVWuVGVP0GsgIgA",4,.0011373,.0091849,.0767883,.6589631,26705.34,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"ry0eFMXf247iBv2_CrWbSw",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"F3P2F-IMu9XhVsMU5rVyCw",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"TBCQ8RimkoPynUoMFmxpLg",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"5lhmPiQxNbkZxMLGX9Qqqw",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"v4VW2kQ9Z__wBxD6l_mCHA",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"13lNc7KSuVHBrUybTR23qw",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"pV2nc4WPWKtoyeBBOxF-6Q",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"bGeBLbhwk4vMwa859GRzeg",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303120000",1.38e+08,5191,66.08277,137.224,3615.954,"rldJM9jYNnrEaE0a0Py53A",9,.0017338,.0127303,.026435,.6965814,26606.6,4
"040130303150000",1.17e+08,6976,123.5433,2143.344,805.9376,"pF7uRzygyZsltbmVpjIyvw",3,.00043,.0177098,.3072454,.1155301,16729.93,2
"040130303150000",1.17e+08,6976,123.5433,2143.344,805.9376,"cTyBfWfmgL3vgRetyfmtyA",3,.00043,.0177098,.3072454,.1155301,16729.93,2
"040130303150000",1.17e+08,6976,123.5433,2143.344,805.9376,"58P3oSd8P2QNzHrQmRqQZw",3,.00043,.0177098,.3072454,.1155301,16729.93,2
"040130303160000",9.33e+07,4625,135.4053,1549.842,184.5009,"k6PuJ964NF2NEoXoOg0ijA",1,.0002162,.0292768,.3351009,.0398921,20169.4,3
"040130303190000",1.15e+08,6020,50.54398,2130.35,310.6854,"g8DDgeadYPdtGfkszQ60iQ",5,.0008306,.008396,.3538788,.0516089,19174.24,2
"040130303190000",1.15e+08,6020,50.54398,2130.35,310.6854,"3tk6Syyz5i967Ifuz_4o3w",5,.0008306,.008396,.3538788,.0516089,19174.24,2
"040130303190000",1.15e+08,6020,50.54398,2130.35,310.6854,"iYr8t8RVPCiWABBO4I6HgA",5,.0008306,.008396,.3538788,.0516089,19174.24,2
"040130303190000",1.15e+08,6020,50.54398,2130.35,310.6854,"3yMneVFhBePIBtCGdboc7Q",5,.0008306,.008396,.3538788,.0516089,19174.24,2
"040130303190000",1.15e+08,6020,50.54398,2130.35,310.6854,"6S3zqOG3NyYTc8r6LwvM7g",5,.0008306,.008396,.3538788,.0516089,19174.24,2
"040130303220000",8.53e+07,4191,259.5446,1219.417,250.879,"69il2O11WbxwzIpCmeAQAg",2,.0004772,.061929,.2909608,.0598614,20359.04,3
"040130303220000",8.53e+07,4191,259.5446,1219.417,250.879,"u-nMW__EKMYH_PVqacYc3Q",2,.0004772,.061929,.2909608,.0598614,20359.04,3
"040130303230000",6.89e+07,4169,42.74393,1618.23,185.3897,"0MQ3inDAuiq43TN9hw_Rbw",1,.0002399,.0102528,.3881577,.0444686,16517.69,2
"040130303240000",7.21e+07,3408,17.31915,1243.233,163.2804,"Tt6DYs0TyERWHWW5xiRL_A",6,.0017606,.0050819,.3647984,.0479109,21151.73,3
"040130303240000",7.21e+07,3408,17.31915,1243.233,163.2804,"NFMlj1TMVqzvo8jlQp0dUA",6,.0017606,.0050819,.3647984,.0479109,21151.73,3
"040130303240000",7.21e+07,3408,17.31915,1243.233,163.2804,"W7UtoDde1ekOmsEeMl8XCw",6,.0017606,.0050819,.3647984,.0479109,21151.73,3
"040130303240000",7.21e+07,3408,17.31915,1243.233,163.2804,"zhzHxzDdJ9eJTj5Eis8YoA",6,.0017606,.0050819,.3647984,.0479109,21151.73,3
"040130303240000",7.21e+07,3408,17.31915,1243.233,163.2804,"6mwduQ8fVQ_lDKDWHLvkCA",6,.0017606,.0050819,.3647984,.0479109,21151.73,3
"040130303240000",7.21e+07,3408,17.31915,1243.233,163.2804,"TlhwHtKT9xe321H9Axl06g",6,.0017606,.0050819,.3647984,.0479109,21151.73,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"CaYHpGAoLFIr2_UapoGZBA",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"bzXDUQ-5Odzx5WZNoSoANg",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"ZgvRm5mAyHJs-yWH6pYHww",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"7vj7vLr0Rg5-2Sw5nInqfw",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"aJQWCy_lGqAfGKJR5-fvWg",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"pZWs5dYtzSWFOTlL5-qG-w",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"OBUbR8vRZ7RmotiwvBlVDg",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"rLHVgSA8foTgapmzzUyamw",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"Az69nueCy94SVKkWaNNR0Q",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"Rx9WPIaYCBquFBC563RjYg",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"L7xHcco1yNpWkVlsv4lODQ",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"6VRbbNQe5ouWmwsMebUMkg",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"LmVcYycG_VI3S6RNgqiriw",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"HTPTPTqj5kL7_s7yzAbOag",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"#NAME?",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"zHrdyHYm5GtJ79sAoUyB0Q",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"Lsgq7g1PKY3fVkuwixbNCA",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"C28X2jduMjygJOSACINNwQ",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"CvufqyRBbS2Ed2wQlAXCMw",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"e8SKP917u2g0MTAaoGkCnA",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303260000",1.02e+08,4681,108.6125,1618.324,196.8935,"POIEvBUafDX610SBKwK2sA",21,.0044862,.0232028,.3457219,.0420623,21732.38,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"SRaXY_h-PnoVkNamuGzAdQ",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"T6dbW2UuWTKar_22zbbiUw",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"#NAME?",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"rLv5DPLnO67TCHIbbBWYPA",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"DHk8is9rvfnATsW1AudWQg",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"Y2nuyOKrr8Kg9omMghnHWA",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"E3RjJH45EX6rHYDs0TYSRA",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"6VaAYF0Pu1O3d-yrQSwk5w",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"ZE4n6W-ppcpv_sF_RH3xOw",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"TXlFbBxNJx5oEjQt0L5mCQ",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303270000",8.42e+07,4042,188.4484,1517.503,232.3865,"oX4o4a3ETz1aC9uZBlwx-Q",11,.0027214,.0466226,.3754337,.0574929,20831.86,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"v6zRA0WqOODJjmpvstrpGQ",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"EEC7t11ciQ6XUjkudRbYSg",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"O8VZStQqbwvHb8aayyTIWg",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"tvBC1FNxX_quNv-4IkGzQw",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"6Zi7nEX_nxuUvzmfWJYMlQ",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"NWtC07BxIqQp76kugbvynA",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"i98vDwJCbC4RHvDo0_XQuw",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"jqbrMBRsByyVBm8OoQ9dWA",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"tWVuAPWXvW2g8ce0WWepXA",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"vYEUEID47mgenrTBsvL9Xw",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303280000",1.55e+08,7229,206.3425,2441.645,209.1494,"m2M7X5ItFvhOC7a6B7JcDg",11,.0015216,.0285437,.337757,.028932,21396.64,3
"040130303290000",7.43e+07,3744,308.7667,620.8292,612.3562,"IsFQ32WyFS3WSoXjUJ1dcQ",13,.0034722,.0824697,.1658197,.1635567,19851.12,2
"040130303290000",7.43e+07,3744,308.7667,620.8292,612.3562,"i8DkHnUxJwPBd7e50FHUpw",13,.0034722,.0824697,.1658197,.1635567,19851.12,2
